material_id,dielectric_poly_total
mp-1185571,11.365890603529675
mp-606680,11.352307215371754
mp-1222482,11.35752271590493
mp-402,11.357097285303439
mp-28514,11.36069519224425
mp-510076,11.35007460000464
mp-767471,11.352334338167042
mp-9166,11.349028207099371
mp-29983,11.35525566761122
mp-990440,11.352520783564746
mp-23052,11.366448561372906
mp-984718,11.353843554201639
mp-777779,11.352370536456533
mp-755234,11.352115971770969
mp-505297,11.363699462505574
mp-38487,11.354428352559351
mp-540569,11.352945631734363
mp-641,11.350729238020678
mp-643006,11.351202880704376
mp-1113760,11.356325319078783
mp-13900,11.352808081554949
mp-1986,11.370976929350524
mp-38240,11.348943227665911
mp-1079630,11.350706270977346
mp-626464,11.354630618580575
mp-7608,11.36332698763261
mp-14069,11.356954282779574
mp-19006,11.356080594104725
mp-546202,11.353993342125747
mp-24798,11.352216398201266
mp-29027,11.353297992080595
mp-754802,11.356281737371011
mp-753318,11.353349346208734
mp-7639,11.355304348701626
mp-3167,11.349162188077303
mp-4236,11.34805566345879
mp-9146,11.352657505969333
mp-7684,11.366462309726124
mp-1018040,11.352906125152119
mp-780172,11.349451028506719
mp-560588,11.348374628486491
mp-29196,11.370740404660802
mp-569175,11.367480873217831
mp-18463,11.359090726191997
mp-768310,11.3492228792412
mp-1539317,11.354279924236577
mp-541062,11.35126025414896
mp-540631,11.348937047608125
mp-548615,11.362366494553992
mp-29598,11.35135287789333
mp-5488,11.362939067990883
mp-8876,11.358422603563048
mp-758977,11.352494807308881
mp-7791,11.35261831893841
mp-753287,11.363206644667002
mp-4360,11.370835897890156
mp-29257,11.351792149954033
mp-33300,11.348297611029341
mp-17297,11.3620361460571
mp-13984,11.348469989533896
mp-7500,11.352076011493502
mp-505702,11.35001121872427
mp-5061,11.3538762677352
mp-28580,11.350228138366395
mp-27063,11.354087078652627
mp-13230,11.351512157311134
mp-759107,11.356935421924206
mp-18805,11.366386593674704
mp-19239,11.355139998326177
mp-28520,11.35560331900093
mp-555292,11.349824033172293
mp-14624,11.350377976395489
mp-20778,11.354547887389971
mp-973793,11.355638039479409
mp-31149,11.357142575723046
mp-9747,11.355575686612719
mp-16934,11.353755888814574
mp-558828,11.354880128886562
mp-754065,11.355002621691375
mp-10809,11.351051329229112
mp-25316,11.348662102023544
mp-677323,11.346509859039742
mp-18918,11.370691651778332
mp-3667,11.354708993755708
mp-756117,11.353970827595754
mp-28989,11.35850624624738
mp-643727,11.351939461682637
mp-4359,11.349799903027359
mp-610744,11.363437066517042
mp-760089,11.355789357912231
mp-761931,11.347692705887043
mp-1705,11.36225205807709
mp-1208162,11.355308840233938
mp-23446,11.35098740031967
mp-754233,11.355046999979173
mp-754838,11.355172697378809
mp-765470,11.349710590341086
mp-2030,11.357545790796076
mp-571084,11.372434750754598
mp-14038,11.35327003696734
mp-1102534,11.354207058742315
mp-8415,11.35673580667123
mp-754929,11.364480316508445
mp-9576,11.350997632727802
mp-867193,11.353028366846065
mp-9059,11.350797523720441
mp-1029863,11.350018963448088
mp-1113583,11.361545324725908
mp-23891,11.352978631691398
mp-551203,11.351925819107615
mp-1029592,11.349169624798284
mp-722865,11.353535142249532
mp-23996,11.36316791329421
mp-753906,11.354196466708338
mp-757722,11.353505396374018
mp-2741,11.355105213104979
mp-1029967,11.367262983465483
mp-553342,11.36609911974665
mp-540635,11.3561616199163
mp-4026,11.349220816038263
mp-1105549,11.37002711816376
mp-1113857,11.355560200600335
mp-22963,11.351171391471823
mp-510557,11.354152213928526
mp-20088,11.369468777091154
mp-19218,11.353857342304677
mp-18147,11.356791306233376
mp-23079,11.349149084798624
mp-675800,11.364973303972215
mp-18741,11.349162150935138
mp-28901,11.351309907757104
mp-10461,11.35450863009613
mp-4964,11.351302513066633
mp-1205739,11.349199659537893
mp-755478,11.35405603518986
mp-37381,11.350162045999465
mp-27263,11.34616416988135
mp-1220913,11.347604924029408
mp-1228810,11.364487319894309
mp-1189906,11.349382906056904
mp-3771,11.355039355107461
mp-759568,11.354510680509275
mp-557142,11.357000303018975
mp-775164,11.353634055206953
mp-559091,11.353241420829619
mp-27243,11.354285964556402
mp-12459,11.36037973678668
mp-22328,11.35298036278785
mp-14115,11.350901076631192
mp-1008858,11.350568571779187
mp-41191,11.350589187390966
mp-3524,11.354570253919373
mp-30456,11.354200557719443
mvc-11129,11.35058299760395
mp-1543124,11.35053891655926
mp-755342,11.347273649144915
mp-29931,11.35113609860792
mp-1178403,11.352525993464896
mp-1205352,11.351982649248336
mp-6960,11.351393612291567
mp-865101,11.353169084530535
mp-29163,11.351276319031271
mp-1541,11.364621122459575
mp-1207448,11.35309993336785
mp-1540712,11.354492624415924
mp-30321,11.349120311954639
mp-15013,11.354997308105952
mp-22966,11.353074838508677
mp-28582,11.363897982281479
mp-37498,11.349434967198178
mp-28475,11.348647178354113
mp-6920,11.351538810412464
mp-760307,11.34716494076556
mp-19957,11.349545664482639
mp-563025,11.351772469096456
mp-9321,11.349597494992294
mp-1103664,11.352946729709995
mp-560149,11.353939503277697
mp-561200,11.349060592452947
mp-23675,11.358828037094934
mp-756005,11.35308203589244
mp-570248,11.360732454551519
mp-3416,11.348406130071231
mp-675101,11.35048167915992
mp-4691,11.347995903895656
mp-998569,11.347495846752071
mp-752484,11.34796520992602
mp-5878,11.348860052649108
mp-24500,11.347194070039324
mp-9920,11.349048868167085
mp-776816,11.363429943537682
mp-1080232,11.362790877215518
mp-557391,11.348552237939318
mp-7191,11.35007584362036
mp-643759,11.349586838474933
mp-30993,11.36258301414537
mp-31116,11.350267986726594
mp-753051,11.351529454479591
mp-1078636,11.36450510613689
mp-27987,11.348174686553698
mp-1103527,11.353520440415355
mp-38011,11.352422154466353
mp-9262,11.348816966674653
mp-753262,11.347563902182523
mp-23884,11.349060227100754
mp-561189,11.351054863349422
mp-6856,11.363332223734014
mp-1178399,11.349855063664247
mp-989616,11.3466668767119
mp-27419,11.360894994636459
mp-567713,11.369122335517948
mp-20805,11.348814673897348
mp-556859,11.348483183826913
mp-18247,11.352470077267565
mp-675748,11.350041395061105
mp-8042,11.348981391809575
mp-1095586,11.358595986582577
mp-9911,11.350703295012895
mp-29590,11.36525837489784
mp-14288,11.362806509884532
mp-755950,11.349999124357693
mp-752826,11.34774164492924
mp-1173671,11.351367711351536
mp-504498,11.352619800847554
mp-10517,11.354167747308198
mp-1020031,11.354753885822971
mp-18578,11.35357445866728
mp-37829,11.350908193802061
mp-28408,11.348716293220884
mp-541378,11.350412773569868
mp-1244569,11.346474495939294
mp-23910,11.350314032764986
mp-1020797,11.351561263789925
mp-5005,11.35182868382923
mp-611316,11.36513108942948
mp-17389,11.352217215729711
mp-765775,11.353410434279379
mp-768232,11.349378894937017
mp-22874,11.35190742450453
mp-5185,11.347805066166535
mp-567809,11.346170491114167
mp-8257,11.352649280691637
mp-5874,11.353260343836867
mp-752506,11.346308043777588
mp-752965,11.352257535968405
mp-5621,11.352768648685306
mp-1210180,11.347537502753578
mp-1602,11.349382690543917
mp-8187,11.352683482043673
mp-1209072,11.352096726360296
mp-757107,11.350286648389996
mp-14058,11.360298875477675
mp-644222,11.348873689617232
mp-5077,11.349651626484278
mp-10615,11.346880611961062
mp-558808,11.35215667202852
mp-756696,11.353886184785997
mp-1223443,11.349188267057714
mp-7471,11.349003923582613
mp-760506,11.365927628789349
mp-4405,11.347302676061531
mp-29310,11.34852947922657
mp-561664,11.349961656372473
mp-27912,11.347609107805775
mp-23503,11.350905075107965
mp-1208776,11.347787037038163
mp-7204,11.349335299252322
mp-769148,11.350164786890597
mp-24040,11.347062427389481
mp-1542401,11.349844193061111
mp-18843,11.355762412527517
mp-756044,11.350118386659231
mp-768203,11.36245647153428
mp-754206,11.346133885125663
mp-643895,11.349661954938293
mp-864900,11.34948609938789
mp-760580,11.362053303458131
mp-754712,11.370498192798616
mp-9107,11.35029330129668
mp-10166,11.349136239255397
mp-557686,11.348558730901393
mp-778061,11.348073688424446
mp-642831,11.361665802928494
mp-1029562,11.349819381238442
mp-548469,11.353420579189152
mp-7262,11.371585528491135
mp-2530,11.350262932215008
mvc-7701,11.346127422998439
mp-5048,11.350835848458635
mp-20554,11.3508632060504
mp-8081,11.349240506074901
mp-753525,11.360034782626126
mp-643036,11.351907002994905
mp-1014013,11.348686411832862
mp-28328,11.349454004803171
mp-753222,11.351134362494681
mp-4051,11.348686412915637
mp-27126,11.349712889894269
mp-540957,11.352974195132774
mp-765725,11.347084287255074
mp-1227372,11.350130933105568
mp-621112,11.348029112955984
mp-1209528,11.352922997054794
mp-28538,11.349365153451146
mp-561319,11.34708380904994
mp-1069695,11.34811338015219
mp-1220757,11.350282949824864
mp-27257,11.369402953238938
mp-28007,11.350650742902467
mp-9812,11.36560363573806
mp-34982,11.346139601237843
mp-557414,11.352093923423691
mp-14091,11.348776998285118
mp-28546,11.346505558714
mp-560956,11.36744944319488
mp-23349,11.35013945423191
mp-723049,11.37007418042359
mp-1147776,11.346751775343234
mp-14363,11.349207386456955
mp-556802,11.347190350597707
mp-772052,11.370454626796905
mp-755898,11.356645486487327
mp-29468,11.349042585492178
mp-4586,11.352611124306849
mp-571442,11.352394426150198
mp-998561,11.3513786420765
mp-9205,11.346138053159876
mp-30991,11.35035306210564
mp-675011,11.350716372587305
mp-559691,11.34923528972616
mp-8621,11.349565712115092
mp-1219606,11.35093539929328
mp-28567,11.35241688036462
mp-760461,11.352416884739936
mp-24136,11.350342793281369
mp-643043,11.355416268400496
mp-23193,11.348777538304287
mp-1104024,11.350408329480894
mp-37153,11.352422238610254
mp-675634,11.352091470501922
mp-34034,11.366023523156237
mp-558917,11.3527655236209
mp-554733,11.351779186840748
mp-23162,11.353843098105138
mp-23192,11.351497908681852
mp-30949,11.349934798356133
mp-1028668,11.365818756584778
mp-14790,11.353083965806592
mp-1221753,11.353522242381393
mp-14637,11.35251476886961
mp-1287668,11.352868308378335
mp-634059,11.34756216555487
mp-758637,11.353579945172708
mp-16253,11.351204673639609
mp-1184118,11.348972867047722
mp-557865,11.351655645814237
mp-560008,11.346963013248228
mp-18835,11.349441007899843
mp-7290,11.364293211301911
mp-2136,11.346023307713537
mp-989604,11.352355696879004
mp-752753,11.348502156663708
mp-698018,11.349965866639295
mp-996996,11.348983201196484
mp-1113448,11.346783595688583
mp-10341,11.356437869258324
mp-865492,11.346827157352449
mp-997589,11.34899619285568
mp-1009087,11.35260464029396
mp-778602,11.349791892118358
mp-1025567,11.354342621171426
mp-753539,11.351958428694832
mp-754840,11.352338214852457
mp-755051,11.357115790649477
mp-770707,11.349577346452795
mp-763985,11.353173347984162
mp-1219582,11.347243787463992
mp-753436,11.355601370989516
mp-1020615,11.348647313518667
mp-1210286,11.356189189115309
mp-545999,11.350912398581494
mp-29055,11.351456476609417
mp-1000,11.35712235107101
mp-755505,11.348495919330231
mp-22691,11.353368988068745
mp-776356,11.348415040269911
mp-27453,11.347395343720384
mp-753460,11.351572713787046
mp-600004,11.349720396215442
mp-12181,11.347017899451346
mp-9731,11.353602186304284
mp-540900,11.349733819887424
mp-9274,11.353087065126044
mp-1018630,11.353643815792188
mp-5546,11.347751273425292
mp-677192,11.371245260553987
mp-28266,11.353822487224916
mp-502,11.348705577501374
mp-37990,11.34878126023163
mp-6867,11.351913835861499
mp-28595,11.349672797240592
mp-600001,11.348735722155352
mp-18262,11.348975580681792
mp-3370,11.35282887013024
mp-23036,11.35461933612248
mp-18837,11.358632690056893
mp-753195,11.352937343903244
mp-556120,11.349292229509667
mp-15794,11.353785467929397
mp-14241,11.349241842117868
mp-27569,11.354156400019335
mp-555434,11.360184190748264
mp-754249,11.365151398387608
mp-556585,11.370575857831604
mp-7744,11.349675060469936
mp-546027,11.349584036089139
mp-774833,11.349254002277078
mp-28899,11.351393787988178
mp-686677,11.353073836386384
mp-25403,11.349488037746998
mp-675620,11.349907595235491
mp-9583,11.350279919372541
mp-753280,11.364106520536193
mp-756668,11.358492398859639
mp-755132,11.353608747219674
mp-344,11.347292657022688
mp-669426,11.349856692133654
mp-19894,11.349490375014119
mp-771264,11.352137583637525
mp-10096,11.3509778517385
mp-1539446,11.348136406981142
mp-1226003,11.34863475717012
mp-22895,11.36564968609727
mp-23774,11.363307326361474
mp-27047,11.349837666740388
mp-4497,11.350794517495949
mp-561317,11.359368349369177
mp-8972,11.359656484896746
mp-1079513,11.349720880141435
mp-14753,11.349293934868207
mp-27214,11.355922712835316
mp-17891,11.37030700385876
mp-7492,11.35395123869261
mp-569522,11.353804030338877
mp-696125,11.35128083891477
mp-42805,11.350927975998001
mp-6208,11.347529091623812
mp-754230,11.348310074524186
mp-8560,11.35111659905322
mp-7688,11.36258488411813
mp-752920,11.3491845872844
mp-27833,11.353887092051483
mp-1222661,11.348914497814134
mp-35751,11.351697485172732
mp-18500,11.351951617651636
mp-8070,11.351410881007595
mp-33606,11.3484682797968
mp-755522,11.350946925537441
mp-510281,11.35190011379226
mp-29760,11.361300760312892
mp-505281,11.3516515928299
mp-5342,11.357190734327022
mp-561744,11.350549286977571
mp-1147773,11.353744083609065
mp-1228446,11.355124809541278
mp-1747,11.347247220691505
mp-550622,11.352260077508607
mp-9562,11.347636419332371
mp-588,11.350126522899972
mp-32750,11.351183996435239
mp-974434,11.347712544050502
mp-557465,11.349486362851547
mp-6922,11.35273969269778
mp-909,11.352129726466888
mp-7434,11.353877696489942
mp-541581,11.353625244479291
mp-1102545,11.349747500374772
mp-570377,11.359941894883978
mp-554643,11.36848645297528
mp-559893,11.363471540729812
mp-1120741,11.35326164818461
mp-555070,11.354777843061491
mp-561942,11.3531987588005
mp-625686,11.363471434499264
mp-673126,11.351321670134492
mp-3104,11.351765886285687
mp-1079149,11.35173156150845
mp-1246515,11.362294685445693
mp-558835,11.362839818496552
mp-8943,11.352288714120236
mp-6948,11.348100122722547
mp-30980,11.35186336789397
mp-37399,11.349918090808366
mp-754833,11.349382243369389
mp-17229,11.353502562385456
mp-8291,11.352979359745206
mp-1020019,11.350988979847578
mp-542136,11.346680453353686
mp-35647,11.354419483812244
mp-753203,11.351893759849075
mp-22935,11.353539133118257
mp-555874,11.350086490371671
mp-30908,11.35522732385556
mp-7582,11.350097127144528
mp-7198,11.350075627701441
mp-690525,11.353181529992332
mp-2160,11.3533304843262
mp-1029262,11.349406118035777
mp-546757,11.35159322704794
mp-758602,11.346556720144818
mp-27563,11.35335645132076
mp-1029965,11.348928044443001
mp-4809,11.35432952429123
mp-557403,11.352047329570304
mp-6949,11.353497667317017
mp-6591,11.358072298070386
mp-22756,11.34668500248595
mp-643066,11.349253059618604
mp-626835,11.352817551172627
mp-22965,11.355081163822865
mp-1019589,11.349403684898752
mp-11925,11.361146175960739
mp-6841,11.350593995464942
mp-752801,11.350898437627565
mp-643259,11.35076942991928
mp-24589,11.348060620696824
mp-11738,11.35167324789275
mp-1220823,11.351562454645173
mp-755492,11.347927987868772
mp-989558,11.347779329691992
mp-20546,11.34976405832148
mp-15549,11.352461945190544
mp-34460,11.352216145947306
mp-1208643,11.352241418910163
mp-1848,11.361937784068605
mp-971661,11.351474430240714
mp-16314,11.354980622356424
mp-1190360,11.349123722319268
mp-1119092,11.351474435291
mp-9248,11.34902828484431
mp-1317,11.350965930577356
mp-849770,11.355440362823547
mp-866056,11.34925129715846
mp-510341,11.359953518395034
mp-5020,11.35000144725014
mp-569548,11.3520108142283
mp-2437,11.352301029771438
mp-24007,11.365877455001776
mp-1210128,11.370684075940785
mp-865024,11.353961914800061
mp-14435,11.3484159347311
mp-644285,11.353965125566948
mp-625231,11.354592199694027
mp-568428,11.349047671307666
mp-1285,11.351823497786084
mp-9856,11.360544361896329
mp-1211670,11.350985968752708
mp-10086,11.348939437507644
mp-554472,11.356694549763786
mp-1193106,11.353002211249866
mp-684745,11.359638582136444
mp-850195,11.366398825426451
mp-1106183,11.357062051528567
mp-755527,11.362464256914608
mp-20459,11.362237502310963
mp-13982,11.347798100383434
mp-3855,11.364273253815565
mp-560186,11.34850774653786
mp-14336,11.35192996426283
mp-1094088,11.353490047434967
mp-1029294,11.357253105785176
mp-755391,11.352803214383853
mp-30120,11.351344126211696
mp-5431,11.371286590223875
mp-690977,11.354396822372324
mp-1113441,11.355735696939965
mp-971678,11.360255222750194
mp-758018,11.351131066530185
mp-11582,11.34841652131826
mp-557539,11.351234823340572
mp-14482,11.36952807485432
mp-639463,11.352403344258407
mp-980057,11.353683166403732
mp-657176,11.350386175286607
mp-686129,11.348756606542153
mp-14444,11.34821028867882
mp-1208447,11.353512874863679
mp-14415,11.349719280076847
mp-30943,11.351828682804953
mp-11168,11.35100812454293
mp-13542,11.351920127350617
mp-1018678,11.37189143474598
mp-757,11.35006385073333
mp-1087504,11.34759403267735
mp-13985,11.350319033626922
mp-559200,11.346660687533042
mp-675475,11.348043070256065
mp-42255,11.348003639369198
mp-1023926,11.361653108224223
mp-545820,11.361700513080665
mp-14827,11.351221704227722
mp-18889,11.349378094161453
mp-864928,11.34980647671336
mp-754222,11.35002513285428
mp-761669,11.362187535195181
mp-561412,11.351104009957051
mp-1008867,11.348297808402277
mp-1225887,11.35026783135702
mp-14128,11.349789907480961
mp-561710,11.347441258814676
mp-28797,11.350220714216182
mp-757163,11.348427839907302
mp-20098,11.349957012096173
mp-757754,11.348734780315889
mp-1207861,11.34811596383646
mp-556185,11.369714564513272
mp-7467,11.366381514411179
mp-20726,11.35190746838031
mp-1190588,11.359418735925692
mp-28872,11.348978260667648
mp-27138,11.369320754908182
mp-14780,11.35490144993996
mp-632326,11.347395337419682
mp-19215,11.350179580787973
mp-16264,11.352002536356567
mp-23612,11.350274857857977
mp-6564,11.350464953808567
mp-773085,11.36232371524996
mp-6972,11.370668324658766
mp-41734,11.367356030207153
mp-755203,11.361653199668563
mp-567817,11.350457164554212
mp-7060,11.349650273302629
mp-633158,11.346638483645727
mp-24119,11.35515274152059
mp-23991,11.356379604059374
mvc-16283,11.348997528563132
mp-8278,11.351471612305247
mp-20458,11.350811357169583
mp-556880,11.346644749273219
mp-676723,11.359798705381486
mp-5478,11.356874200430909
mp-23807,11.350593277595422
mp-6968,11.353858095898527
mp-676650,11.353511991609397
mp-754363,11.346280646973673
mp-20832,11.34886650164147
mp-8290,11.350520248268344
mp-27172,11.350733511775182
mp-12221,11.358296464427896
mp-23004,11.357676166167845
mp-752764,11.352970930506183
mp-9775,11.353671311818815
mp-644607,11.360876338496588
mp-28013,11.354787917508556
mp-29422,11.349213475844932
mp-553278,11.348868178504178
mp-549706,11.370901508864678
mp-1105692,11.352656607664807
mp-1188089,11.348866157843867
mp-29454,11.351222510715214
mp-13308,11.363803061503344
mp-8753,11.34636487596705
mp-758499,11.350668602693133
mp-15661,11.35311152829185
mp-571195,11.349760616777658
mp-569675,11.369569052489108
mp-1211274,11.353521871399119
mp-12355,11.353287751135635
mp-1078295,11.351457162552178
mp-1065514,11.352126253324625
mp-1190364,11.349144876271732
mp-306,11.355852340520423
mp-35907,11.35156218017637
mp-1208634,11.370324438631208
mp-771648,11.351418253175993
mp-573697,11.368919056854674
mp-3519,11.350932469629944
mp-23771,11.35343419246209
mp-19056,11.348866679108426
mp-675625,11.35424123507787
mp-1211643,11.352088105394824
mp-510075,11.360577845983677
mp-31218,11.350288116301138
mp-648,11.354071807786626
mp-5955,11.349647104863303
mp-766,11.353886909708196
mp-5246,11.348828497737532
mp-13992,11.349404013418324
mp-644225,11.349700025230023
mp-20015,11.348869689773549
mp-1029655,11.351013459182939
mp-28099,11.353665951339101
mp-14368,11.362434652501653
mp-19163,11.351125370312454
mp-1029652,11.346970764862943
mp-15939,11.352506738603122
mvc-7386,11.353211421227364
mp-12855,11.349628071994205
mp-3338,11.353562332956598
mp-753647,11.352013604371345
mp-1209499,11.34973608625739
mp-23273,11.354858537788727
mp-15983,11.360616235098753
mp-776922,11.350010155846565
mp-754459,11.356213553066182
mp-4514,11.34937023309714
mp-554311,11.349159903463597
mp-1019893,11.35365620269671
mp-27648,11.362453683134694
mp-15833,11.35421444031506
mp-600000,11.359339918728368
mp-614603,11.355477260707671
mp-1013911,11.352740834958073
mp-1222442,11.35270611859899
mp-8818,11.354057380395837
mp-1103771,11.349698772925743
mp-1714,11.351238793281349
mp-29205,11.352547711231978
mp-24381,11.352270107217722
mp-4309,11.351838569197803
mp-7896,11.356033592696832
mp-26974,11.348707952383647
mp-23341,11.347544939691675
mp-19384,11.352802432012716
mp-19414,11.370629288513438
mp-20397,11.350941413801294
mp-19178,11.36597040944124
mp-5679,11.348995223207696
mp-6633,11.3666713389321
mp-8881,11.347043536892427
mp-554108,11.35496736614763
mp-961673,11.363151885118222
mp-555760,11.349223433236945
mp-1019380,11.34953731360295
mp-8630,11.36251461495204
mp-772395,11.349401258435218
mvc-12168,11.350619845932382
mp-1104135,11.354766265173062
mp-558753,11.361875651075898
mp-696983,11.350914793644398
mp-772968,11.350083213800582
mp-189,11.354978375017684
mp-971787,11.350586714144786
mp-19252,11.351862949141836
mp-1078186,11.34964239904889
mp-25279,11.353344826925856
mp-12178,11.349728064375725
mp-989189,11.363574498501075
mp-1209234,11.353756625958871
mp-1216682,11.351002811715361
mp-23177,11.351841177487474
mp-635393,11.351005745545551
mp-22872,11.35190539690163
mp-13868,11.349411872341282
mp-756912,11.351445068009722
mp-30139,11.351875094576362
mp-17426,11.349433350617755
mp-756632,11.35478424184863
mp-1071955,11.352357093826635
mp-1029334,11.354476418152396
mp-1205991,11.35272959279547
mp-31232,11.348867056190818
mp-4280,11.348867970364433
mp-755067,11.348868100207936
mp-9437,11.353723184475253
mp-1120733,11.348162552172667
mp-28564,11.349819651056663
mp-18126,11.355628148500246
mp-5859,11.350015493582987
mp-27666,11.353600005473282
mp-578610,11.362081577566334
mp-7388,11.347413770475734
mp-23870,11.350811869540735
mp-1029385,11.353663667105918
mp-1020122,11.350593130143274
mp-780876,11.349768146546928
mp-1226191,11.354469392639311
mp-559126,11.351479326504759
mp-756570,11.36227996491616
mp-10182,11.348308580089485
mp-768941,11.348308439147814
mp-14367,11.348227077924493
mp-556609,11.346414360757581
mp-555286,11.346044093413862
mp-18992,11.34616860774865
mp-765508,11.354260641377202
mp-1104411,11.34650629002087
mp-626068,11.346507846002785
mp-625142,11.347533430132188
mp-7456,11.348222231025824
mp-557467,11.348848696241214
mp-989562,11.346390811917313
mp-13801,11.349538847652129
mp-2565,11.361553019361155
mp-556100,11.348679714747846
mp-638729,11.34689733588574
mp-23126,11.34609182108905
mp-11917,11.349060017483492
mp-610992,11.359303343594025
mp-11022,11.354542984350134
mp-8673,11.349990924151411
mp-560675,11.348868088656234
mp-8393,11.354024957681833
mp-1105728,11.351005945006769
mp-754615,11.348645500175206
mp-561902,11.353319332773
mp-757146,11.347876935744697
mp-23376,11.348958841110768
mp-554959,11.346814084320403
mp-25410,11.348302364138998
mp-558227,11.364601469657774
mp-758632,11.351465941540127
mp-554845,11.348082077759544
mp-18935,11.348988377440962
mp-555150,11.350524653639317
mp-8188,11.351107540137264
mp-31126,11.348345275542401
mp-2455,11.34687997661296
